name,Unnamed: 0,instrument_token,exchange_token,tradingsymbol,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
BANKNIFTY,4351,12287746,47999,BANKNIFTY20DEC20700PE,0.0,2020-12-31,20700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4352,12288002,48000,BANKNIFTY20DEC20800CE,0.0,2020-12-31,20800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4353,12288258,48001,BANKNIFTY20DEC20800PE,0.0,2020-12-31,20800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4354,12288514,48002,BANKNIFTY20DEC20900CE,0.0,2020-12-31,20900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4355,12288770,48003,BANKNIFTY20DEC20900PE,0.0,2020-12-31,20900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4356,12289026,48004,BANKNIFTY20DEC21000CE,0.0,2020-12-31,21000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4357,12289282,48005,BANKNIFTY20DEC21000PE,0.0,2020-12-31,21000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4358,12289538,48006,BANKNIFTY20DEC21100CE,0.0,2020-12-31,21100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4359,12289794,48007,BANKNIFTY20DEC21100PE,0.0,2020-12-31,21100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4360,12290050,48008,BANKNIFTY20DEC21200CE,0.0,2020-12-31,21200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4361,12291330,48013,BANKNIFTY20DEC21200PE,0.0,2020-12-31,21200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4362,12291586,48014,BANKNIFTY20DEC21300CE,0.0,2020-12-31,21300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4363,12291842,48015,BANKNIFTY20DEC21300PE,0.0,2020-12-31,21300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4364,12292098,48016,BANKNIFTY20DEC21400CE,0.0,2020-12-31,21400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4365,12293890,48023,BANKNIFTY20DEC21400PE,0.0,2020-12-31,21400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4366,12294146,48024,BANKNIFTY20DEC21500CE,0.0,2020-12-31,21500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4367,12294914,48027,BANKNIFTY20DEC21500PE,0.0,2020-12-31,21500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4368,12295170,48028,BANKNIFTY20DEC21600CE,0.0,2020-12-31,21600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4369,12295426,48029,BANKNIFTY20DEC21600PE,0.0,2020-12-31,21600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4370,12295682,48030,BANKNIFTY20DEC21700CE,0.0,2020-12-31,21700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4371,12295938,48031,BANKNIFTY20DEC21700PE,0.0,2020-12-31,21700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4372,12296194,48032,BANKNIFTY20DEC21800CE,0.0,2020-12-31,21800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4373,12296450,48033,BANKNIFTY20DEC21800PE,0.0,2020-12-31,21800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4374,12296706,48034,BANKNIFTY20DEC21900CE,0.0,2020-12-31,21900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4375,12296962,48035,BANKNIFTY20DEC21900PE,0.0,2020-12-31,21900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4376,12297474,48037,BANKNIFTY20DEC22000CE,0.0,2020-12-31,22000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4377,12297730,48038,BANKNIFTY20DEC22000PE,0.0,2020-12-31,22000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4378,12298242,48040,BANKNIFTY20DEC22100CE,0.0,2020-12-31,22100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4379,12298498,48041,BANKNIFTY20DEC22100PE,0.0,2020-12-31,22100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4380,12298754,48042,BANKNIFTY20DEC22200CE,0.0,2020-12-31,22200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4381,12300034,48047,BANKNIFTY20DEC22200PE,0.0,2020-12-31,22200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4382,12302850,48058,BANKNIFTY20DEC22300CE,0.0,2020-12-31,22300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4383,12305666,48069,BANKNIFTY20DEC22300PE,0.0,2020-12-31,22300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4384,12305922,48070,BANKNIFTY20DEC22400CE,0.0,2020-12-31,22400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4385,12306178,48071,BANKNIFTY20DEC22400PE,0.0,2020-12-31,22400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4386,12306434,48072,BANKNIFTY20DEC22500CE,0.0,2020-12-31,22500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4387,12306690,48073,BANKNIFTY20DEC22500PE,0.0,2020-12-31,22500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4388,12306946,48074,BANKNIFTY20DEC22600CE,0.0,2020-12-31,22600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4389,12307458,48076,BANKNIFTY20DEC22600PE,0.0,2020-12-31,22600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4390,12307714,48077,BANKNIFTY20DEC22700CE,0.0,2020-12-31,22700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4391,12308226,48079,BANKNIFTY20DEC22700PE,0.0,2020-12-31,22700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4392,12308482,48080,BANKNIFTY20DEC22800CE,0.0,2020-12-31,22800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4393,12309250,48083,BANKNIFTY20DEC22800PE,0.0,2020-12-31,22800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4394,12309506,48084,BANKNIFTY20DEC22900CE,0.0,2020-12-31,22900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4395,12309762,48085,BANKNIFTY20DEC22900PE,0.0,2020-12-31,22900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4396,12311554,48092,BANKNIFTY20DEC23000CE,0.0,2020-12-31,23000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4397,12311810,48093,BANKNIFTY20DEC23000PE,0.0,2020-12-31,23000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4398,12312322,48095,BANKNIFTY20DEC23100CE,0.0,2020-12-31,23100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4399,12315138,48106,BANKNIFTY20DEC23100PE,0.0,2020-12-31,23100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4400,12315394,48107,BANKNIFTY20DEC23200CE,0.0,2020-12-31,23200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4401,12315650,48108,BANKNIFTY20DEC23200PE,0.0,2020-12-31,23200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4402,12315906,48109,BANKNIFTY20DEC23300CE,0.0,2020-12-31,23300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4403,12316162,48110,BANKNIFTY20DEC23300PE,0.0,2020-12-31,23300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4404,12316418,48111,BANKNIFTY20DEC23400CE,0.0,2020-12-31,23400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4405,12317186,48114,BANKNIFTY20DEC23400PE,0.0,2020-12-31,23400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4406,12317442,48115,BANKNIFTY20DEC23500CE,0.0,2020-12-31,23500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4407,12317698,48116,BANKNIFTY20DEC23500PE,0.0,2020-12-31,23500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4408,8962306,35009,BANKNIFTY20DEC23600CE,0.0,2020-12-31,23600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4409,8962562,35010,BANKNIFTY20DEC23600PE,0.0,2020-12-31,23600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4410,8963074,35012,BANKNIFTY20DEC23700CE,0.0,2020-12-31,23700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4411,8963330,35013,BANKNIFTY20DEC23700PE,0.0,2020-12-31,23700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4412,8963586,35014,BANKNIFTY20DEC23800CE,0.0,2020-12-31,23800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4413,8963842,35015,BANKNIFTY20DEC23800PE,0.0,2020-12-31,23800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4414,8964610,35018,BANKNIFTY20DEC23900CE,0.0,2020-12-31,23900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4415,8965122,35020,BANKNIFTY20DEC23900PE,0.0,2020-12-31,23900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4416,8965378,35021,BANKNIFTY20DEC24000CE,0.0,2020-12-31,24000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4417,8965634,35022,BANKNIFTY20DEC24000PE,0.0,2020-12-31,24000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4418,9350146,36524,BANKNIFTY20DEC24100CE,0.0,2020-12-31,24100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4419,9350914,36527,BANKNIFTY20DEC24100PE,0.0,2020-12-31,24100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4420,9351170,36528,BANKNIFTY20DEC24200CE,0.0,2020-12-31,24200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4421,9351426,36529,BANKNIFTY20DEC24200PE,0.0,2020-12-31,24200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4422,9351682,36530,BANKNIFTY20DEC24300CE,0.0,2020-12-31,24300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4423,9351938,36531,BANKNIFTY20DEC24300PE,0.0,2020-12-31,24300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4424,9352706,36534,BANKNIFTY20DEC24400CE,0.0,2020-12-31,24400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4425,9352962,36535,BANKNIFTY20DEC24400PE,0.0,2020-12-31,24400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4426,9353218,36536,BANKNIFTY20DEC24500CE,0.0,2020-12-31,24500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4427,9353474,36537,BANKNIFTY20DEC24500PE,0.0,2020-12-31,24500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4428,9353730,36538,BANKNIFTY20DEC24600CE,0.0,2020-12-31,24600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4429,9355010,36543,BANKNIFTY20DEC24600PE,0.0,2020-12-31,24600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4430,9355778,36546,BANKNIFTY20DEC24700CE,0.0,2020-12-31,24700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4431,9356034,36547,BANKNIFTY20DEC24700PE,0.0,2020-12-31,24700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4432,10235906,39984,BANKNIFTY20DEC24800CE,0.0,2020-12-31,24800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4433,10236162,39985,BANKNIFTY20DEC24800PE,0.0,2020-12-31,24800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4434,10236418,39986,BANKNIFTY20DEC24900CE,0.0,2020-12-31,24900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4435,10236674,39987,BANKNIFTY20DEC24900PE,0.0,2020-12-31,24900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4436,10239746,39999,BANKNIFTY20DEC25000CE,0.0,2020-12-31,25000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4437,10240002,40000,BANKNIFTY20DEC25000PE,0.0,2020-12-31,25000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4438,10240514,40002,BANKNIFTY20DEC25100CE,0.0,2020-12-31,25100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4439,10240770,40003,BANKNIFTY20DEC25100PE,0.0,2020-12-31,25100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4440,10241026,40004,BANKNIFTY20DEC25200CE,0.0,2020-12-31,25200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4441,10241282,40005,BANKNIFTY20DEC25200PE,0.0,2020-12-31,25200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4442,8984578,35096,BANKNIFTY20DEC25300CE,0.0,2020-12-31,25300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4443,8984834,35097,BANKNIFTY20DEC25300PE,0.0,2020-12-31,25300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4444,8991234,35122,BANKNIFTY20DEC25400CE,0.0,2020-12-31,25400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4445,8991490,35123,BANKNIFTY20DEC25400PE,0.0,2020-12-31,25400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4446,10593282,41380,BANKNIFTY20DEC25500CE,0.0,2020-12-31,25500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4447,10593538,41381,BANKNIFTY20DEC25500PE,0.0,2020-12-31,25500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4448,10595842,41390,BANKNIFTY20DEC25600CE,0.0,2020-12-31,25600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4449,10596098,41391,BANKNIFTY20DEC25600PE,0.0,2020-12-31,25600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4450,10596354,41392,BANKNIFTY20DEC25700CE,0.0,2020-12-31,25700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4451,10596610,41393,BANKNIFTY20DEC25700PE,0.0,2020-12-31,25700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4452,10596866,41394,BANKNIFTY20DEC25800CE,0.0,2020-12-31,25800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4453,10597890,41398,BANKNIFTY20DEC25800PE,0.0,2020-12-31,25800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4454,10600450,41408,BANKNIFTY20DEC25900CE,0.0,2020-12-31,25900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4455,10600706,41409,BANKNIFTY20DEC25900PE,0.0,2020-12-31,25900.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4456,10767618,42061,BANKNIFTY20DEC26000CE,0.0,2020-12-31,26000.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4457,10769666,42069,BANKNIFTY20DEC26000PE,0.0,2020-12-31,26000.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4458,10998786,42964,BANKNIFTY20DEC26100CE,0.0,2020-12-31,26100.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4459,10999042,42965,BANKNIFTY20DEC26100PE,0.0,2020-12-31,26100.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4460,10999298,42966,BANKNIFTY20DEC26200CE,0.0,2020-12-31,26200.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4461,10999554,42967,BANKNIFTY20DEC26200PE,0.0,2020-12-31,26200.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4462,9520642,37190,BANKNIFTY20DEC26300CE,0.0,2020-12-31,26300.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4463,9520898,37191,BANKNIFTY20DEC26300PE,0.0,2020-12-31,26300.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4464,9522434,37197,BANKNIFTY20DEC26400CE,0.0,2020-12-31,26400.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4465,9522946,37199,BANKNIFTY20DEC26400PE,0.0,2020-12-31,26400.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4466,9523202,37200,BANKNIFTY20DEC26500CE,0.0,2020-12-31,26500.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4467,9523458,37201,BANKNIFTY20DEC26500PE,0.0,2020-12-31,26500.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4468,9524738,37206,BANKNIFTY20DEC26600CE,0.0,2020-12-31,26600.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4469,9524994,37207,BANKNIFTY20DEC26600PE,0.0,2020-12-31,26600.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4470,9525250,37208,BANKNIFTY20DEC26700CE,0.0,2020-12-31,26700.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4471,9525762,37210,BANKNIFTY20DEC26700PE,0.0,2020-12-31,26700.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4472,9526530,37213,BANKNIFTY20DEC26800CE,0.0,2020-12-31,26800.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4473,9526786,37214,BANKNIFTY20DEC26800PE,0.0,2020-12-31,26800.0,0.05,25,PE,NFO-OPT,NFO
BANKNIFTY,4474,11454210,44743,BANKNIFTY20DEC26900CE,0.0,2020-12-31,26900.0,0.05,25,CE,NFO-OPT,NFO
BANKNIFTY,4475,11454466,44744,BANKNIFTY20DEC26900PE,0.0,2020-12-31,26900.0,0.05,25,PE,NFO-OPT,NFO
